Model_type, typecode, typecodes, total loss, kl_loss, MSE 
CVAE_ONNX, A320, -3058.99560546875, 147.99269104003906, 0.015203819274902344
CVAE_ONNX, B738, -2723.602294921875, 132.00457763671875, 0.031213165283203125
CVAE_ONNX, A321, -3021.35205078125, 134.01422119140625, 0.01755578772146896
CVAE_ONNX, A318, -3043.1845703125, 130.25804138183594, 0.016732207211581144
CVAE_ONNX, A21N, -2495.51318359375, 138.32150268554688, 0.041317343035807905
VAE_ONNX, A320, -1447.413330078125, 66.14710998535156, 0.997914384051067
VAE_ONNX, B738, -2603.713134765625, 120.26685333251953, 0.05127681477864583
VAE_ONNX, A321, -2311.99560546875, 105.11466979980469, 0.10785653250558036
VAE_ONNX, A318, -2513.631591796875, 109.48358154296875, 0.06629790662942063
VAE_ONNX, A21N, -1755.8734130859375, 57.17329406738281, 0.5033238002232143
